Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/1M pop,Deaths/1M pop,Total tests,Tests/1M pop,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
Suriname,"82,467",,"1,404",,N/A,N/A,N/A,,"138,175","2,352","241,357","404,398","596,831",South America,7,425,2,,,"52,464"
New Caledonia,"79,896",,314,,"79,567",,15,9,"274,637","1,079","98,964","340,182","290,915",Australia/Oceania,4,926,3,,,52
French Polynesia,"78,077",,649,,N/A,N/A,N/A,7,"274,760","2,284",,,"284,164",Australia/Oceania,4,438,,,,"154,587"
Eswatini,"74,323",,"1,425",,"72,824",,74,,"62,730","1,203","1,048,704","885,119","1,184,817",Africa,16,831,1,,,62
Guyana,"73,093",,"1,298",,"71,782",,13,,"92,051","1,635","723,506","911,165","794,045",South America,11,612,1,,,16
Belize,"70,782",,688,,"70,085",,9,6,"171,722","1,669","576,016","1,397,453","412,190",North America,6,599,1,,,22
Fiji,"68,904",,883,,"67,012",,"1,009",,"75,763",971,"669,371","736,004","909,466",Australia/Oceania,13,"1,030",1,,,"1,109"
Madagascar,"67,941",,"1,423",,"66,470",,48,,"2,328",49,"528,012","18,096","29,178,077",Africa,429,"20,505",55,,,2
Sudan,"63,853",,"5,023",,"58,538",,292,,"1,388",109,"562,941","12,240","45,992,020",Africa,720,"9,156",82,,,6
Mauritania,"63,668",,997,,"62,441",,230,,"12,988",203,"1,009,957","206,030","4,901,981",Africa,77,"4,917",5,,,47
Cabo Verde,"63,251",,413,,"62,781",,57,23,"111,421",728,"401,622","707,482","567,678",Africa,9,"1,375",1,,,100
Bhutan,"62,637",,21,,"61,564",,"1,052",,"79,495",27,"2,303,734","2,923,739","787,941",Asia,13,"37,521",0,,,"1,335"
Syria,"57,478",,"3,164",,"54,314",,0,,"2,968",163,"146,269","7,553","19,364,809",Asia,337,"6,120",132,,,
Burundi,"53,661",,38,,"53,569",,54,,"4,250",3,"345,742","27,386","12,624,840",Africa,235,"332,233",37,,,4
Seychelles,"50,937",,172,,"50,750",,15,,"512,311","1,730",,,"99,426",Africa,2,578,,,,151
Gabon,"48,981",,306,,"48,674",,1,,"21,008",131,"1,621,909","695,641","2,331,533",Africa,48,"7,619",1,,,0.4
Andorra,"47,898",,165,,"47,563",,170,14,"618,334","2,130","249,838","3,225,256","77,463",Europe,2,469,0,,,"2,195"
Papua New Guinea,"46,826",,670,,"43,982",,"2,174",7,"5,039",72,"249,149","26,813","9,292,169",Australia/Oceania,198,"13,869",37,,,234
Curaçao,"45,986",,295,,"44,720",,971,3,"277,812","1,782","496,693","3,000,640","165,529",North America,4,561,0,,,"5,866"
Aruba,"44,082",,236,,"42,438",,"1,408",2,"409,650","2,193","177,885","1,653,068","107,609",North America,2,456,1,,,"13,084"
Tanzania,"42,927",,846,,N/A,N/A,N/A,7,678,13,,,"63,298,550",Africa,"1,475","74,821",,,,662
Mayotte,"42,004",,188,,N/A,N/A,N/A,,"146,734",657,"176,919","618,038","286,259",Africa,7,"1,523",2,,,"135,723"
Mauritius,"41,769",,"1,043",,"40,052",,674,,"32,767",818,"358,675","281,374","1,274,727",Africa,31,"1,222",4,,,529
Togo,"39,410",,290,,"39,087",,33,,"4,540",33,"809,051","93,200","8,680,837",Africa,220,"29,934",11,,,4
Guinea,"38,267",,467,,"37,757",,43,8,"2,760",34,"660,107","47,607","13,865,691",Africa,362,"29,691",21,,,3
Isle of Man,"38,008",,116,,N/A,N/A,N/A,,"443,335","1,353","150,753","1,758,422","85,732",Europe,2,739,1,,,"129,450"
Bahamas,"37,491",,833,,"36,366",,292,1,"93,607","2,080","257,839","643,767","400,516",North America,11,481,2,,,729
Lesotho,"34,790",,723,,"25,980",,"8,087",,"15,990",332,"431,221","198,199","2,175,699",Africa,63,"3,009",5,,,"3,717"
Faeroe Islands,"34,658",,28,,N/A,N/A,N/A,5,"703,959",569,"778,000","15,802,409","49,233",Europe,1,"1,758",0,,,"547,133"
Haiti,"34,202",,860,,"33,052",,290,,"2,928",74,"132,422","11,337","11,680,283",North America,342,"13,582",88,,,25
Mali,"33,071",,743,,"32,233",,95,,"1,540",35,"798,636","37,191","21,473,764",Africa,649,"28,901",27,,,4
Cayman Islands,"31,472",,37,,"8,553",,"22,882",1,"467,797",550,"222,773","3,311,280","67,277",North America,2,"1,818",0,,,"340,116"
Saint Lucia,"30,004",,409,,"29,095",,500,,"162,085","2,209","210,983","1,139,752","185,113",North America,6,453,1,,,"2,701"
Benin,"27,999",,163,,"27,830",,6,,"2,190",13,"604,310","47,268","12,784,726",Africa,457,"78,434",21,,,0.5
Somalia,"27,324",,"1,361",,"13,182",,"12,781",,"1,622",81,"400,466","23,778","16,841,795",Africa,616,"12,375",42,,,759
Congo,"25,375",,386,,"24,006",,983,,"4,377",67,"347,815","59,991","5,797,805",Africa,228,"15,020",17,,,170
Solomon Islands,"24,575",,153,,N/A,N/A,N/A,1,"34,077",212,,,"721,159",Australia/Oceania,29,"4,713",,,,"11,183"
Micronesia,"24,195",,63,,N/A,N/A,N/A,1,"205,934",536,"54,967","467,848","117,489",Australia/Oceania,5,"1,865",2,,,"142,269"
San Marino,"23,663",,122,,"23,506",,35,4,"694,235","3,579","157,634","4,624,732","34,085",Europe,1,279,0,,,"1,027"
Timor-Leste,"23,419",,138,,"23,102",,179,,"17,101",101,"278,529","203,391","1,369,429",Asia,58,"9,923",5,,,131
Burkina Faso,"22,056",,396,,"21,596",,64,,998,18,"248,995","11,265","22,102,838",Africa,"1,002","55,815",89,,,3
Liechtenstein,"21,434",,89,,"21,339",,6,4,"558,366","2,318","112,457","2,929,559","38,387",Europe,2,431,0,,,156
Gibraltar,"20,462",,111,,"16,579",,"3,772",,"607,109","3,293","534,283","15,852,213","33,704",Europe,2,304,0,,,"111,915"
Grenada,"19,680",,238,,"19,358",,84,4,"173,430","2,097","182,981","1,612,523","113,475",North America,6,477,1,,,740
Bermuda,"18,836",,161,,"18,669",,6,,"304,106","2,599","1,028,644","16,607,372","61,939",North America,3,385,0,,,97
Nicaragua,"18,491",,225,,"4,225",,"14,041",,"2,728",33,,,"6,779,100",North America,367,"30,129",,,,"2,071"
South Sudan,"18,368",,138,,"18,115",,115,1,"1,581",12,"410,280","35,313","11,618,511",Africa,633,"84,192",28,,,10
Tajikistan,"17,786",,125,,"17,264",,397,,"1,786",13,,,"9,957,464",Asia,560,"79,660",,,,40
Equatorial Guinea,"17,229",,183,,"16,907",,139,5,"11,512",122,"365,697","244,342","1,496,662",Africa,87,"8,178",4,,,93
Tonga,"16,812",,13,,"15,638",,"1,161",,"156,029",121,"535,009","4,965,327","107,749",Australia/Oceania,6,"8,288",0,,,"10,775"
Samoa,"16,607",,29,,"1,605",,"14,973",,"82,116",143,"187,397","926,612","202,239",Australia/Oceania,12,"6,974",1,,,"74,036"
Monaco,"16,129",,67,,"15,992",,70,4,"405,424","1,684","78,646","1,976,875","39,783",Europe,2,594,1,,,"1,760"
Dominica,"15,760",,74,,"15,673",,13,,"217,848","1,023","229,344","3,170,187","72,344",North America,5,978,0,,,180
